id	author	documents	total link strength
1351	"jamal, z."	1	9	1.00
1352	"jambazova, antonia a."	1	11	1.00
1353	"jamison, keith"	1	0	1.00
1354	"jampana, ravi"	1	2	1.00
1355	"jang, hyun jae"	3	63	3.00
1356	"jang, seonhee"	1	7	1.00
1357	"jangraw, david c."	1	141	1.00
1358	"jansen, maurits a."	1	16	1.00
1359	"jansen, olav"	1	0	1.00
1360	"janzen, annette"	1	6	1.00
1361	"jastrzab, laura"	1	2	1.00
1362	"jaume-guazzini, francisco"	1	17	1.00
1363	"jaworska, katarzyna"	2	5	2.00
1364	"jayasekera, geeshath"	1	4	1.00
1365	"jedidi-ayoub, selim"	4	45	4.00
1366	"jeffery, k. j."	1	2	1.00
1367	"jeffery, kate"	8	175	6.00
1368	"jeffery, kate j"	2	3	2.00
1369	"jeffery, kate j."	15	259	14.00
1370	"jeffries, j."	1	9	1.00
1371	"jenkins, laura"	1	2	1.00
1372	"jenkins, rob"	1	4	1.00
1373	"jenkinson, ned"	1	3	1.00
1374	"jennings, danna"	2	25	2.00
1375	"jensen, m."	1	3	1.00
1376	"jensen, maerit"	4	11	4.00
1377	"jensen, marit"	3	11	3.00
1378	"jensen, ole"	1	5	1.00
1379	"jeong, david c."	4	24	4.00
1380	"jerbi, karim"	3	132	3.00
1381	"jessen, frank"	1	0	1.00
1382	"jesudian, arun"	2	29	2.00
1383	"jezzard, peter"	1	2	1.00
1384	"jicol, crescent"	1	7	1.00
1385	"jirsa, viktor k."	1	38	1.00
1386	"johansen-berg, heidi"	11	437	11.00
1387	"john, richard s."	1	0	1.00
1388	"johnson, martin k."	1	4	1.00
1389	"johnson, w. e."	1	34	1.00
1390	"johnston, keira j. a."	1	29	1.00
1391	"johnstone, ainslie"	1	4	1.00
1392	"jolkkonen, jukka"	1	12	1.00
1393	"jona, kemi"	1	3	1.00
1394	"jones, alex l."	2	6	2.00
1395	"jones, andrew"	1	6	1.00
1396	"jones, benedict"	1	11	1.00
1397	"jones, benedict c."	48	604	48.00
1398	"jones, benedict christopher"	1	2	1.00
1399	"jones, frances e."	1	13	1.00
1400	"joosen, dennis"	2	18	2.00
1401	"jorge, joao"	1	49	1.00
1402	"joseph, theresita"	1	43	1.00
1403	"joutel, anne"	1	21	1.00
1404	"jouvent, eric"	1	1	1.00
1405	"jovin, t. g."	1	10	1.00
1406	"jovin, tudor"	2	91	2.00
1407	"jovin, tudor g"	2	0	2.00
1408	"jovin, tudor g."	20	383	20.00
1409	"jowett, s."	1	2	1.00
1410	"jowett, sue"	1	14	1.00
1411	"juarez-martinez, erika l."	1	42	1.00
1412	"julku, hanna"	1	1	1.00
1413	"jurjut, anna-maria"	1	2	1.00
1414	"kadler, karl e."	1	13	1.00
1415	"kaeli, david"	3	13	3.00
1416	"kaetzel, dennis"	1	2	1.00
1417	"kahn, rene s."	1	2	1.00
1418	"kalladka, dheeraj"	5	80	5.00
1419	"kaller, malte sebastian"	1	45	1.00
1420	"kalra, lalit"	2	8	2.00
1421	"kamal, noreen"	1	37	1.00
1422	"kambeitz, joseph"	1	0	1.00
1423	"kambeitz-ilankovic, lana"	1	0	1.00
1424	"kamel, hooman"	2	29	2.00
1425	"kaminske, althea n."	1	6	1.00
1426	"kaminsky, david a."	1	2	1.00
1427	"kammer, thomas"	1	29	1.00
1428	"kanavou, sofia"	6	27	6.00
1429	"kandrik, michal"	15	319	15.00
1430	"kanel, dana"	1	6	1.00
1431	"kania, artur"	1	2	1.00
1432	"kantojarvi, katri"	1	0	1.00
1433	"kapanaiah, sampath k. t."	1	2	1.00
1434	"kaplan, m. david"	1	9	1.00
1435	"kappelhof, manon"	3	16	3.00
1436	"karagiorgou, olga"	1	2	1.00
1437	"karastoyanova, konstantina"	1	4	1.00
1438	"karlsson, mats o."	1	0	1.00
1439	"karlsson, pall"	2	22	2.00
1440	"karunamuni, roshan a."	1	2	1.00
1441	"karvonen, elina"	2	9	2.00
1442	"kascenas, antanas"	1	12	1.00
1443	"kase, carlos s."	1	7	1.00
1444	"kashani, nima"	1	9	1.00
1445	"kashyap, sriranga"	1	32	1.00
1446	"kasner, scott e."	3	33	3.00
1447	"kass-iliyya, lewis"	1	52	1.00
1448	"kassubek, jan"	1	16	1.00
1449	"kasten, meike"	1	21	1.00
1450	"katsanos, aristeidis h."	2	16	2.00
1451	"kaufmann, joern"	1	6	1.00
1452	"kaul, danishta"	1	0	1.00
1453	"kauppinen, risto a."	1	2	1.00
1454	"kay, jim w."	4	27	4.00
1455	"kayser, christoph"	6	240	6.00
1456	"kayser, stephanie j."	2	39	2.00
1457	"kazanina, nina"	2	198	2.00
1458	"kazmi, nabila"	1	2	1.00
1459	"kean, sharon"	1	18	1.00
1460	"keane, brian p."	1	4	1.00
1461	"kearns, conail"	1	0	1.00
1462	"kearns, patrick k. a."	3	4	3.00
1463	"keeley, jo"	1	15	1.00
1464	"kegler-ebo, deena m."	1	2	1.00
1465	"keinanen, tuija"	1	11	1.00
1466	"keitel, anne"	5	184	5.00
1467	"keitel, christian"	6	189	6.00
1468	"keith, graeme a."	1	0	1.00
1469	"kell, christian a."	1	8	1.00
1470	"kelleher, joseph"	1	15	1.00
1471	"kellert, lars"	1	0	1.00
1472	"kelly, debbie"	1	14	1.00
1473	"kelly, rosalind"	1	36	1.00
1474	"kennedy, james"	1	2	1.00
1475	"kennedy, rebecca a."	1	52	1.00
1476	"kenny, rebecca"	1	5	1.00
1477	"kent, michaela"	1	2	1.00
1478	"kent, thomas a."	2	16	2.00
1479	"kerren, casper"	5	95	5.00
1480	"kersten, daniel"	1	7	1.00
1481	"kessler, henrik"	1	21	1.00
1482	"khadria, anjul"	1	14	1.00
1483	"khaw, alexander, v"	1	9	1.00
1484	"khirug, stanislav"	1	6	1.00
1485	"khojandi, arman"	1	1	1.00
1486	"khoo, stephanie"	1	0	1.00
1487	"khovanov, nikita"	1	33	1.00
1488	"khrapitchev, alexandre a."	1	19	1.00
1489	"kilborn, kerry"	1	6	1.00
1490	"kim, misun"	1	29	1.00
1491	"kim, naree"	1	7	1.00
1492	"kimber, susan j."	1	15	1.00
1493	"kimberly, w. taylor"	2	11	2.00
1494	"kimiskidis, vasilios k."	1	133	1.00
1495	"king, bradley r."	2	5	2.00
1496	"kirkman, matthew a."	1	9	1.00
1497	"kirkpatrick, peter j."	1	13	1.00
1498	"kirsch, louise p."	4	18	4.00
1499	"kirwan, p."	1	9	1.00
1500	"kiviniemi, vesa"	1	11	1.00
1501	"klein, barrie p."	1	22	1.00
1502	"klein, christine"	1	21	1.00
1503	"klein, johannes c."	3	84	3.00
1504	"klingler, michael"	1	2	1.00
1505	"klomp, dennis w. j."	1	3	1.00
1506	"kloots, marianne de heer"	1	6	1.00
1507	"kluger, daniel s."	3	9	3.00
1508	"knight, michael j."	1	2	1.00
1509	"ko, mei-chuan"	1	11	1.00
1510	"kobayashi, adam"	1	7	1.00
1511	"kobylecki, christopher"	3	59	3.00
1512	"kochari, arnold r."	1	3	1.00
1513	"kocsis, anna"	1	1	1.00
1514	"koehn, monica a."	1	0	1.00
1515	"koehrmann, martin"	1	7	1.00
1516	"koenig, hans-helmut"	1	1	1.00
1517	"koenig, thomas"	1	84	1.00
1518	"koenigsberg, alina"	7	18	7.00
1519	"koerber, h. richard"	5	96	5.00
1520	"koethe, dagmar"	1	64	1.00
1521	"kogan, vita"	2	198	2.00
1522	"kohl, michael m."	10	89	10.00
1523	"kohrmann, martin"	1	9	1.00
1524	"kohut, zdenko"	2	198	2.00
1525	"kokai, eva"	1	0	1.00
1526	"koldewyn, kami"	1	2	1.00
1527	"kolibius, luca d."	3	59	3.00
1528	"konczal, jennifer"	1	8	1.00
1529	"konduri, praneeta r."	1	1	1.00
1530	"konigsberg, a."	1	3	1.00
1531	"konigsberg, alina"	1	2	1.00
1532	"konnopka, alexander"	1	1	1.00
1533	"konstandin, simon"	1	5	1.00
1534	"kordsmeyer, tobias l."	1	5	1.00
1535	"korhonen, vesa"	1	11	1.00
1536	"korompoki, eleni"	1	16	1.00
1537	"kostova, r."	1	20	1.00
1538	"kotz, sonja a."	1	3	1.00
1539	"koudelka, sigrid"	1	9	1.00
1540	"kourtis, dimitrios"	1	8	1.00
1541	"kouskou, marianna"	1	4	1.00
1542	"kouzeli, ariadni"	1	8	1.00
1543	"kovacs, andras mint"	1	1	1.00
1544	"kovacs, andries dint"	1	5	1.00
1545	"kozlov, m."	1	0	1.00
1546	"kozma, luca"	1	9	1.00
1547	"kraemer, nicole c."	1	9	1.00
1548	"kramer, nicole"	1	6	1.00
1549	"kreiselmeyer, gernot"	2	68	2.00
1550	"kreiselmeyr, gernot"	1	16	1.00
1551	"kriegbaum, mette c."	2	130	2.00
1552	"kriegeskorte, nikolaus"	1	0	1.00
1553	"krishnadas, rajeev"	5	36	5.00
1554	"krishnan, kailash"	1	2	1.00
1555	"kristensen, stephanie"	1	1	1.00
1556	"krogsrud, stine k."	1	31	1.00
1557	"kron, frederick w."	1	52	1.00
1558	"kroneisen, meike"	1	4	1.00
1559	"kronmueller, edmundo"	1	17	1.00
1560	"kruijt, charlotte"	1	13	1.00
1561	"kuang, hulin"	2	29	2.00
1562	"kubat, linda"	1	23	1.00
1563	"kubick, wayne"	1	54	1.00
1564	"kuceyeski, amy"	1	0	1.00
1565	"kuehn, emily d."	1	43	1.00
1566	"kuepper, clemens"	1	0	1.00
1567	"kuepper-tetzel, carolina e."	3	12	3.00
1568	"kufner, anna"	2	11	2.00
1569	"kugiumtzis, dimitris"	1	133	1.00
1570	"kuhn, julia"	1	3	1.00
1571	"kulakova, eugenia"	2	198	2.00
1572	"kumar, n."	1	34	1.00
1573	"kunda, c."	1	9	1.00
1574	"kunz, wolfgang g."	2	49	2.00
1575	"kuti, modupe a."	1	151	1.00
1576	"kutluhan, a."	1	13	1.00
1577	"kwag, jeehyun"	4	64	4.00
1578	"kwon, jaedeok"	4	19	4.00
1579	"kyle, simon d."	1	6	1.00
1580	"laage, rico"	1	1	1.00
1581	"laban, guy"	3	7	3.00
1582	"ladavas, elisabetta"	1	5	1.00
1583	"ladouce, simon"	1	8	1.00
1584	"lages, martin"	14	44	14.00
1585	"lago, nestor"	1	151	1.00
1586	"lakatos, peter"	1	117	1.00
1587	"lakens, daniel"	1	5	1.00
1588	"lalic, tatjana"	1	31	1.00
1589	"lalitharatne, thilina d."	1	0	1.00
1590	"lalitharatne, thilina dulantha"	1	1	1.00
1591	"lall, gurprit s."	2	12	2.00
1592	"lallier, marie"	1	8	1.00
1593	"lam, yuen ting joyce"	1	2	1.00
1594	"lamarca, melanie"	1	0	1.00
1595	"lampinen, anna"	1	26	1.00
1596	"lang, johannes"	1	6	1.00
1597	"lano, aulikki"	2	31	2.00
1598	"lantta, tella"	1	2	1.00
1599	"lao, junpeng"	3	35	3.00
1600	"larkum, matthew e."	1	34	1.00
1601	"larraz, juan"	3	4	3.00
1602	"latinus, marianne"	1	7	1.00
1603	"latreche, caren"	1	2	1.00
1604	"latvala, marja-leena"	1	8	1.00
1605	"laufs, helmut"	1	8	1.00
1606	"lauri, sari e."	1	6	1.00
1607	"lauronen, leena"	1	3	1.00
1608	"lawrence, samuel j. d."	1	82	1.00
1609	"lawrie, stephen m"	1	8	1.00
1610	"lawrie, stephen m."	18	469	18.00
1611	"lawton, michael"	11	157	11.00
1612	"lawton, michael a."	6	148	6.00
1613	"laybourn, phyllis"	1	4	1.00
1614	"lazari, alberto"	3	58	3.00
1615	"le faouder, pauline"	1	30	1.00
1616	"leach, john paul"	1	5	1.00
1617	"learmonth, gemma"	13	145	13.00
1618	"lebois, lauren a. m."	1	12	1.00
1619	"lee, anthony j."	24	323	24.00
1620	"lee, jaedong"	1	26	1.00
1621	"lee, jonathan l. c."	1	9	1.00
1622	"lee, kuan h."	1	6	1.00
1623	"lee, ting y."	1	20	1.00
1624	"lees, andrew"	2	43	2.00
1625	"lees, andrew j."	2	9	2.00
1626	"lees, kennedy"	1	18	1.00
1627	"lees, kennedy r."	2	26	2.00
1628	"lefort, julie m."	1	9	1.00
1629	"lei, juan"	1	8	1.00
1630	"lei, na"	1	4	1.00
1631	"leighton, danielle"	2	51	2.00
1632	"leighton, danielle j."	2	21	2.00
1633	"leighton, danielle jane"	1	6	1.00
1634	"leira, enrique c."	1	7	1.00
1635	"lemmens, r."	1	3	1.00
1636	"lemmens, robin"	27	141	27.00
1637	"lenthall, rob"	1	196	1.00
1638	"leonardi, riccardo"	1	15	1.00
1639	"leonardo, elvio joao"	1	0	1.00
1640	"lerch, jason p."	1	16	1.00
1641	"lettow, iris"	2	11	2.00
1642	"leung, thomas w."	1	42	1.00
1643	"leuski, anton"	1	1	1.00
1644	"leuthold, hartmut"	2	8	2.00
1645	"lev-ari, shin"	1	34	1.00
1646	"lev-ari, shiri"	2	26	2.00
1647	"levi, christopher r."	5	85	5.00
1648	"levine, adam p."	1	1	1.00
1649	"levitt, roy c."	1	51	1.00
1650	"leweke, f. markus"	1	64	1.00
1651	"lewis, james w."	1	0	1.00
1652	"lewis, neil a., jr."	1	73	1.00
1653	"leybaert, jacqueline"	1	8	1.00
1654	"li, bei"	1	0	1.00
1655	"li, bingxin"	5	19	5.00
1656	"li, gang"	4	2	4.00
1657	"li, linqing"	1	1	1.00
1658	"li, melody"	1	20	1.00
1659	"li, meng yen"	1	23	1.00
1660	"li, min susan"	1	1	1.00
1661	"li, xiangqian"	5	19	5.00
1662	"liddle, peter"	1	23	1.00
1663	"lido, catherine"	1	6	1.00
1664	"liebeskind, david s"	1	0	1.00
1665	"liebeskind, david s."	5	268	5.00
1666	"liebig, patrick"	2	4	2.00
1667	"liebig, patrick alexander"	1	1	1.00
1668	"liebig, thomas"	1	0	1.00
1669	"liessens, hannelore"	1	0	1.00
1670	"lifanov, julia"	2	11	2.00
1671	"liinamaa, johanna"	2	9	2.00
1672	"lilja, antonia"	1	6	1.00
1673	"lilley, elliot"	1	15	1.00
1674	"lillywhite, amanda"	1	0	1.00
1675	"lim, grace"	1	11	1.00
1676	"lim, velvetina"	1	15	1.00
1677	"lin, albert"	1	1	1.00
1678	"lin, huey hannah"	1	0	1.00
1679	"lin, tamar"	1	8	1.00
1680	"lindberg, laura"	2	9	2.00
1681	"linde-domingo, juan"	5	91	5.00
1682	"linden, david e. j."	1	23	1.00
1683	"lindgren, arne"	1	16	1.00
1684	"lindsay, susan l."	3	46	3.00
1685	"lingsma, hester f."	1	41	1.00
1686	"linkenkaer-hansen, klaus"	1	42	1.00
1687	"lioumis, pantelis"	1	133	1.00
1688	"lip, g. y. h."	1	3	1.00
1689	"lip, gregory"	2	12	2.00
1690	"lip, gregory y h"	1	0	1.00
1691	"lip, gregory y. h."	14	112	14.00
1692	"lisowska, aneta"	4	45	4.00
1693	"little, anthony c."	3	105	3.00
1694	"liu, anyi"	4	45	4.00
1695	"liu, meng"	4	8	4.00
1696	"liu, peipei"	1	3	1.00
1697	"liu, tina t."	1	1	1.00
1698	"liu, xuhong"	2	9	2.00
1699	"liu, yan yun"	1	15	1.00
1700	"livingstone, katrina"	1	18	1.00
1701	"llach pou, maria"	1	6	1.00
1702	"llanas, daniel"	1	26	1.00
1703	"lleras, alejandro"	1	19	1.00
1704	"lo re, laure"	1	8	1.00
1705	"lo, christine"	1	6	1.00
1706	"lobier, muriel"	4	104	4.00
1707	"locatelli, francesca"	1	0	1.00
1708	"logothetis, nikos k."	3	25	3.00
1709	"lomas, james derek"	1	1	1.00
1710	"lomi, eleonora"	1	5	1.00
1711	"london, raquel e."	2	58	2.00
1712	"looi, lai meng"	1	151	1.00
1713	"loossens, tim"	1	1	1.00
1714	"lopes, demetrius k."	1	1	1.00
1715	"lopez gonzalez, r."	1	2	1.00
1716	"lopez, rosario"	1	5	1.00
1717	"lorteije, jeannette a. m."	1	28	1.00
1718	"love, scott a."	1	7	1.00
1719	"lowe, scott c."	1	12	1.00
1720	"lu, hongjing"	1	0	1.00
1721	"lu, yinhui"	1	13	1.00
1722	"lucas, richard e."	1	11	1.00
1723	"ludlow, a. k."	1	2	1.00
1724	"ludolph, albert c."	1	50	1.00
1725	"ludowig, eva"	1	21	1.00
1726	"luedemann, lutz"	1	3	1.00
1727	"luhr, michael"	1	3	1.00
1728	"luhrs, michael"	2	9	2.00
1729	"luijten, peter r."	3	82	3.00
1730	"lule, dorothee"	1	50	1.00
1731	"lum, cheemun"	1	7	1.00
1732	"lunawat, s."	1	3	1.00
1733	"lunawat, surabhika"	2	33	2.00
1734	"luo, xiaoyu"	1	5	1.00
1735	"lupetti, maria luce"	1	1	1.00
1736	"lupyan, gary"	1	5	1.00
1737	"lustig, andy"	1	2	1.00
1738	"lut, i."	1	9	1.00
1739	"lutsep, helmi"	1	15	1.00
1740	"lux, e."	1	0	1.00
1741	"lyall, donald"	1	9	1.00
1742	"lyall, donald m."	2	55	2.00
1743	"lyall, laura m."	1	29	1.00
1744	"lyden, patrick"	2	7	2.00
1745	"lyon, heather"	1	36	1.00
1746	"lypson, monica l."	1	52	1.00
1747	"ma, henry"	1	8	1.00
1748	"ma, minhua"	2	17	2.00
1749	"maass, marc"	1	3	1.00
1750	"macdonald, hayley j."	1	3	1.00
1751	"macisaac, rachael"	1	26	1.00
1752	"macisaac, rachael l."	1	0	1.00
1753	"mackay, d. f."	1	13	1.00
1754	"mackay, daniel"	3	87	3.00
1755	"mackay, daniel f."	1	26	1.00
1756	"mackay, jill r. d."	4	35	4.00
1757	"mackenzie, ian g."	1	7	1.00
1758	"mackenzie, mark d"	1	0	1.00
1759	"mackenzie, mark d."	1	0	1.00
1760	"mackinnon, hamish"	1	0	1.00
1761	"maclean, mandy r."	1	4	1.00
1762	"maclean, rory"	3	16	3.00
1763	"macleod, malcolm"	1	0	1.00
1764	"macrae, i. mhairi"	3	29	3.00
1765	"madai, vince, i"	1	0	1.00
1766	"madigan, jeremy"	1	196	1.00
1767	"madkhali, yahia"	4	0	4.00
1768	"magalhaes, diogo"	2	43	2.00
1769	"magee, alexandra r."	1	58	1.00
1770	"maguire, eleanor a."	1	29	1.00
1771	"maguire, joseph"	2	3	2.00
1772	"maguire, paul"	2	25	2.00
1773	"mahmood, ammad"	4	11	4.00
1774	"mahrholz, gaby"	1	16	1.00
1775	"mair, grant"	4	10	4.00
1776	"majersik, jennifer j."	1	1	1.00
1777	"majid, arshad"	1	46	1.00
1778	"majoie, c. b."	1	10	1.00
1779	"majoie, charles b l m"	2	0	2.00
1780	"majoie, charles b. . l. m."	1	20	1.00
1781	"majoie, charles b. l. m."	17	308	17.00
1782	"makela, jyrki p."	1	1	1.00
1783	"malapert, pascale"	1	30	1.00
1784	"malek, naveed"	11	298	11.00
1785	"malherbe, caroline"	1	3	1.00
1786	"malomgre, ruben"	1	13	1.00
1787	"mancini, valentina"	2	7	2.00
1788	"mandava, pitchaiah"	2	16	2.00
1789	"mandl, rene c. w."	1	2	1.00
1790	"mangrulkar, rajesh s."	1	52	1.00
1791	"mannoury la cour, clotilde"	1	4	1.00
1792	"mansvelder, huibert d."	1	42	1.00
1793	"mantegna, francesco"	1	7	1.00
1794	"mantini, dante"	2	5	2.00
1795	"mapelli, lisa"	1	0	1.00
1796	"marano, massimo"	2	72	2.00
1797	"maraver, maria j."	1	8	1.00
1798	"marcantoni, eleonora"	2	8	2.00
1799	"marchini, jonathan"	1	0	1.00
1800	"marcinkowska, urszula m."	1	9	1.00
1801	"marcinkowska, urszula maria"	1	2	1.00
1802	"marcoux, katherine"	1	14	1.00
1803	"marek, ken"	2	57	2.00
1804	"marek, kenneth"	1	22	1.00
1805	"margana, lacey"	1	20	1.00
1806	"marin, alina"	1	37	1.00
1807	"marinazzo, daniele"	1	84	1.00
1808	"marker, gesine"	4	32	4.00
1809	"marquering, henk a."	4	48	4.00
1810	"marques, jose p."	2	19	2.00
1811	"marquez, cristina"	1	2	1.00
1812	"marrett, sean"	3	174	3.00
1813	"marrinan, sarah l."	1	43	1.00
1814	"mars, rogier b."	1	16	1.00
1815	"marschall, hanns-ulrich"	1	1	1.00
1816	"marschark, marc"	1	14	1.00
1817	"marsella, stacy"	19	536	19.00
1818	"marsella, stacy c."	3	55	3.00
1819	"martens, gerard j. m."	1	19	1.00
1820	"marti-fabregas, joan"	1	15	1.00
1821	"martin, caitlyn r."	1	2	1.00
1822	"martin, chloe"	1	0	1.00
1823	"martin, jared d."	1	81	1.00
1824	"martin-bastida, antonio"	1	3	1.00
1825	"martin-buro, maria carmen"	1	4	1.00
1826	"martinez, aleix m."	1	437	1.00
1827	"martinez-martin, pablo"	1	52	1.00
1828	"marzolla, marilien c."	1	0	1.00
1829	"massey, luke a."	1	8	1.00
1830	"masterson-algar, p."	1	2	1.00
1831	"mathiasen, mathias l."	1	5	1.00
1832	"mathieson, amy"	1	11	1.00
1833	"matrunola, claire"	1	9	1.00
1834	"matteo, barbara"	1	29	1.00
1835	"matthews, dawn"	2	25	2.00
1836	"maude, hannah"	1	1	1.00
1837	"mauranen, anna"	1	1	1.00
1838	"mavridis, dimitris"	2	16	2.00
1839	"may, margaret t."	1	77	1.00
1840	"mayer, carola"	2	2	2.00
1841	"mayer, stephan"	1	0	1.00
1842	"mayhew, stephen d."	3	72	3.00
1843	"mazaheri, ali"	1	12	1.00
1844	"mazlan-kepli, wardati"	1	0	1.00
1845	"mbewe, r."	1	9	1.00
1846	"mc lernon, siobhan"	1	0	1.00
1847	"mcaleer, phil"	5	50	5.00
1848	"mcarthur, duncan"	1	8	1.00
1849	"mcbride, natasha"	1	6	1.00
1850	"mccabe, c."	1	9	1.00
1851	"mccabe, chris"	1	8	1.00
1852	"mccabe, christopher"	2	6	2.00
1853	"mccann, mark"	1	1	1.00
1854	"mccarron, mark o."	1	11	1.00
1855	"mccarron, peter"	1	11	1.00
1856	"mccluskey, gavin"	1	11	1.00
1857	"mccoll, alison"	3	18	3.00
1858	"mcconnachie, alex"	1	18	1.00
1859	"mcconnell, patricia"	1	8	1.00
1860	"mcdermott, lucy a."	3	107	3.00
1861	"mcdonald, laura"	1	8	1.00
1862	"mcdonald, menai"	1	1	1.00
1863	"mcdonald, mhairi"	1	32	1.00
1864	"mcdonnell, neil"	1	2	1.00
1865	"mcdonough, rosalie, v"	2	8	2.00
1866	"mcelduff, patrick"	1	25	1.00
1867	"mcelhinney, paul"	1	2	1.00
1868	"mcgarry, bryony l."	1	2	1.00
1869	"mcgill, mark"	5	17	5.00
1870	"mcgorry, patrick d."	1	7	1.00
1871	"mcgruer, fiona"	1	21	1.00
1872	"mcguire, philip"	1	9	1.00
1873	"mchutchison, caroline a."	1	6	1.00
1874	"mcintosh, andrew"	1	6	1.00
1875	"mcintosh, andrew m."	1	29	1.00
1876	"mcintosh, robert d."	1	9	1.00
1877	"mckenzie, chris-anne"	1	50	1.00
1878	"mckernan-ward, laura"	1	18	1.00
1879	"mckinnon, heather j."	1	8	1.00
1880	"mclaughlin, m."	1	10	1.00
1881	"mclaughlin, stephen"	1	18	1.00
1882	"mclean, john"	1	4	1.00
1883	"mcmahon, stephen b."	2	41	2.00
1884	"mcnair, steven w."	1	14	1.00
1885	"mcnaughton, kimberley"	1	2	1.00
1886	"mcneilly, sarah"	1	13	1.00
1887	"mcverry, ferghal"	1	11	1.00
1888	"md, claus z. simonsen"	1	14	1.00
1889	"mechelli, andrea"	1	9	1.00
1890	"meconi, federica"	1	2	1.00
1891	"mehta, arpan r."	3	4	3.00
1892	"melcher, david"	2	12	2.00
1893	"melcon, maria"	1	1	1.00
1894	"melloni, lucia"	2	2	2.00
1895	"melville, craig"	3	90	3.00
1896	"menon, bijoy k"	2	0	2.00
1897	"menon, bijoy k."	11	360	11.00
1898	"merchant, chirag"	1	0	1.00
1899	"merkler, alexander e."	1	27	1.00
1900	"merrifield, gavin d."	2	17	2.00
1901	"messick, kyle j."	1	9	1.00
1902	"messow, claudia-martina"	1	196	1.00
1903	"metsaranta, marjo"	2	31	2.00
1904	"metta, giorgio"	1	2	1.00
1905	"meyer, antje"	4	66	4.00
1906	"meziere, diane"	2	198	2.00
1907	"mezna, mokdad"	1	8	1.00
1908	"michael-titus, adina t."	1	15	1.00
1909	"michalareas, georgios"	1	8	1.00
1910	"michel, christoph m."	3	91	3.00
1911	"michelmann, sebastian"	6	115	6.00
1912	"middleton, steven j."	1	33	1.00
1913	"mikanmaa, emmi"	1	13	1.00
1914	"mikulik, robert"	4	33	4.00
1915	"mikusova, nina"	1	1	1.00
1916	"milicev, jelena"	1	1	1.00
1917	"millan, mark j."	1	4	1.00
1918	"millar, val"	1	85	1.00
1919	"miller, karla"	1	19	1.00
1920	"miller, lynn c."	4	24	4.00
1921	"milligan, graeme"	1	2	1.00
1922	"millin, stephanie"	2	1	2.00
1923	"millington, elliot"	2	5	2.00
1924	"miniussi, carlo"	1	140	1.00
1925	"mishchanchuk, karyna"	3	36	3.00
1926	"mishra, santosh k."	2	130	2.00
1927	"mitchell, alice l."	1	1	1.00
1928	"mitchell, anna s."	1	5	1.00
1929	"mitchell, emma j."	4	28	4.00
1930	"mitchell, lucy"	1	9	1.00
1931	"mitchell, p. j."	1	10	1.00
1932	"mitchell, peter"	6	125	6.00
1933	"mitchell, peter j"	2	0	2.00
1934	"mitchell, peter j."	16	349	16.00
1935	"miyamoto, kentaro"	1	4	1.00
1936	"miyapuram, krishna"	1	1	1.00
1937	"mizuhara, hiroaki"	1	0	1.00
1938	"modestino, alicia sasser"	1	3	1.00
1939	"moeller, h. e."	1	0	1.00
1940	"moeller, lisa"	1	28	1.00
1941	"moelling, melina"	1	0	1.00
1942	"moghaddam, mohsen"	1	3	1.00
1943	"mograss, melodee"	1	8	1.00
1944	"mohaddesi, omid"	2	8	2.00
1945	"mohamed, biju"	1	18	1.00
1946	"mohammed, ruzwan"	1	5	1.00
1947	"molavi, siamak"	1	0	1.00
1948	"molina, carlos a."	3	23	3.00
1949	"molyneux, penny c."	1	8	1.00
1950	"monaco, simona"	1	9	1.00
1951	"monahan, philip j."	1	0	1.00
1952	"montaner, joan"	1	42	1.00
1953	"montero-melis, guillermo"	3	18	3.00
1954	"montezano, augusto c"	1	3	1.00
1955	"montezano, augusto c."	1	21	1.00
1956	"monto, simo"	2	141	2.00
1957	"moon, lawrence d. f."	1	15	1.00
1958	"mooney, nicole"	1	45	1.00
1959	"moqrich, aziz"	1	30	1.00
1960	"morales, carlos a. celis"	2	58	2.00
1961	"morales-celis, c. a."	1	13	1.00
1962	"morales-munoz, isabel"	1	14	1.00
1963	"morand, stephanie"	5	32	5.00
1964	"moravkova, katarina"	1	26	1.00
1965	"moreton, f. c."	1	2	1.00
1966	"moreton, fiona"	2	24	2.00
1967	"moreton, fiona c."	5	44	5.00
1968	"moreton, fiona catherine"	4	74	4.00
1969	"moreton, reuben"	2	4	2.00
1970	"morey, richard d."	1	73	1.00
1971	"morgan, andrew t."	4	32	4.00
1972	"morgan, andrew tyler"	1	10	1.00
1973	"morland, antony b."	1	6	1.00
1974	"morris, b. j."	1	10	1.00
1975	"morris, brain j."	1	20	1.00
1976	"morris, brian"	1	8	1.00
1977	"morris, brian j."	13	61	13.00
1978	"morris, hannah e"	1	3	1.00
1979	"morris, huw"	3	61	3.00
1980	"morris, huw r."	12	244	12.00
1981	"morris, john"	1	54	1.00
1982	"morris, s."	1	9	1.00
1983	"morrison, c."	1	0	1.00
1984	"morrison, danielle"	2	110	2.00
1985	"morrison, danielle k."	2	41	2.00
1986	"morrison, ian"	2	4	2.00
1987	"morrison, val"	1	5	1.00
1988	"morton, j."	1	9	1.00
1989	"morton, matthew j."	1	2	1.00
1990	"moshfeghi, yashar"	4	19	4.00
1991	"mosse, david"	1	5	1.00
1992	"mougin, olivier"	2	26	2.00
1993	"mouzakitis, akxandros"	1	0	1.00
1994	"mouzakitis, alexander"	1	3	1.00
